;d;d;d;d;d;;;renewable;renewable;renewable;renewable;renewable;;;
h5096;59337;59857;63171;48372;58769;;h5096;0,133281372;0,125545666;0,125826792;0,125897723;0,163103693;;;
h5097;61438;61784;64964;50899;59939;;h5097;0,212193643;0,200512116;0,194427671;0,165524882;0,228456439;;;
h5098;63400;63752;67086;52328;62591;;h5098;0,283138478;0,271838221;0,256259742;0,209443284;0,281036932;;;
h5099;65054;65622;68246;53031;64442;;h5099;0,334996103;0,324145059;0,287856872;0,242079662;0,306758996;;;
h5100;64600;65061;67257;51393;63895;;h5100;0,360336018;0,352558269;0,293024758;0,256366831;0,317921402;;;
h5101;63863;64585;65269;49823;62967;;h5101;0,369394648;0,362013914;0,283334972;0,263879692;0,314820076;;;
h5102;62805;63696;63557;49046;61745;;h5102;0,360820992;0,354008237;0,265837184;0,255386339;0,310925663;;;
h5103;61231;62669;62331;48049;60222;;h5103;0,334857539;0,324314736;0,242300833;0,217058015;0,284363163;;;
h5104;59779;60893;61335;47346;58922;;h5104;0,292179787;0,271961622;0,208484883;0,167931544;0,247289299;;;
h5105;59169;60412;60715;48296;58356;;h5105;0,227020005;0,206527943;0,162100296;0,120676922;0,19704072;;;
h5106;58342;59583;59621;48449;57836;;h5106;0,148956439;0,125190887;0,108539651;0,076427444;0,139749053;;;
h5107;57321;58195;58009;47707;56788;;h5107;0,085649952;0,054651468;0,059458776;0,04522997;0,082445549;;;
h5108;54680;55995;55204;45489;54507;;h5108;0,063947346;0,018448534;0,032158856;0,032674579;0,041583807;;;
h5109;52216;54410;54175;44978;53164;;h5109;0,077024335;0,017831526;0,03638585;0,04008557;0,032339015;;;
h5110;48539;51918;51885;43600;50461;;h5110;0,098744263;0,034459887;0,046033507;0,048260582;0,033037405;;;
h5111;43913;47486;48218;40384;46189;;h5111;0,11544124;0,05486742;0,053209566;0,047165487;0,034694602;;;
h5112;40634;44523;45109;37650;43878;;h5112;0,121822401;0,069526057;0,058756618;0,039924124;0,034086067;;;
h5113;38629;43015;42894;36078;42419;;h5113;0,123709912;0,073659372;0,053307868;0,033304052;0,033151068;;;
h5114;37633;42049;41397;34878;41461;;h5114;0,11522477;0,073906137;0,048406803;0,024952577;0,033233916;;;
h5115;37580;42116;40769;34330;41720;;h5115;0,102237307;0,073181264;0,045401564;0,019911138;0,033139232;;;
h5116;38255;42907;40658;33983;42632;;h5116;0,085215072;0,065238514;0,045977334;0,015926364;0,032050372;;;
h5117;41166;45281;40955;33585;45939;;h5117;0,076348964;0,058668394;0,047676558;0,015353474;0,030606448;;;
h5118;47747;51326;42746;34070;52162;;h5118;0,083518044;0,06565493;0,060652446;0,026187475;0,037305307;;;
h5119;54102;57112;46237;36664;57847;;h5119;0,10242779;0,090701584;0,08810684;0,060637309;0,056869289;;;
h5120;58927;60862;50512;40056;61212;;h5120;0,155035672;0,144203334;0,128972461;0,111535475;0,0792146;;;
h5121;61426;62678;53826;43131;62475;;h5121;0,215747732;0,213081633;0,185763036;0,16888821;0,104838328;;;
h5122;63178;64704;55861;45391;64628;;h5122;0,269100229;0,281049985;0,243536632;0,21900979;0,127301993;;;
h5123;64676;66269;56827;46720;65481;;h5123;0,31403685;0,334644273;0,277731747;0,254847293;0,147883823;;;
h5124;64442;65433;55829;46405;65293;;h5124;0,331682483;0,370857046;0,289584182;0,285235967;0,164488946;;;
h5125;63668;64108;54131;45204;64456;;h5125;0,335821154;0,387698762;0,282969849;0,30001655;0,159719263;;;
h5126;62275;62445;52693;44109;63258;;h5126;0,327128212;0,377905273;0,264643514;0,291652344;0,150807177;;;
h5127;60622;61267;51499;43428;62221;;h5127;0,299681374;0,348833264;0,233622155;0,263287884;0,13984756;;;
h5128;59099;60075;51173;43354;60757;;h5128;0,253272841;0,295979272;0,194848966;0,216998307;0,119561615;;;
h5129;58425;59594;51731;44334;60274;;h5129;0,197669183;0,223245269;0,149391229;0,15835975;0,099228329;;;
h5130;57700;58714;51526;45355;59935;;h5130;0,142706241;0,140039174;0,104537348;0,095405416;0,07960517;;;
h5131;56399;57115;50464;45773;58851;;h5131;0,089925192;0,074816083;0,066269713;0,048390177;0,062550301;;;
h5132;54358;54398;48224;45360;56539;;h5132;0,054062478;0,056802233;0,042283981;0,030859718;0,052904417;;;
h5133;53462;53103;47615;45947;54856;;h5133;0,020970423;0,078425022;0,034911317;0,042661269;0,056313024;;;
h5134;50453;50695;46097;45731;51622;;h5134;0,020502875;0,100124925;0,03266441;0,061133815;0,061343086;;;
h5135;45486;46919;43061;42496;47257;;h5135;0,021005056;0,103487099;0,038028901;0,072604362;0,068160299;;;
h5136;42076;43622;40462;39897;44388;;h5136;0,020981926;0,099781006;0,042312067;0,075414551;0,075699663;;;
h5137;40229;41631;38642;38349;42668;;h5137;0,02063569;0,09922581;0,039320872;0,07776887;0,079663925;;;
h5138;39165;40118;37525;37691;41865;;h5138;0,021743647;0,086625952;0,039068095;0,081090368;0,082989172;;;
h5139;39240;39189;36911;37924;42026;;h5139;0,022245689;0,079392986;0,027215661;0,081014011;0,086030412;;;
h5140;40192;39065;36629;38920;42901;;h5140;0,023855689;0,085931958;0,021331573;0,083711933;0,089036152;;;
h5141;43114;39519;36678;41934;45869;;h5141;0,02757773;0,084713612;0,018944235;0,087784268;0,097911366;;;
h5142;49123;41361;37145;49573;52152;;h5142;0,034987189;0,097575645;0,026752236;0,1024574;0,113247737;;;
h5143;55123;44881;39326;55576;58074;;h5143;0,059656533;0,119983961;0,052619753;0,130785579;0,141577421;;;
h5144;58416;49017;42433;59075;61605;;h5144;0,101447268;0,161623639;0,085958236;0,173799616;0,173232353;;;
h5145;60494;51910;45323;61027;63090;;h5145;0,16565681;0,21663428;0,128368605;0,232950279;0,20895805;;;
h5146;62677;54001;47716;63029;65130;;h5146;0,224638183;0,278769933;0,167254139;0,290408379;0,25489616;;;
h5147;64235;54674;49924;64748;66744;;h5147;0,258915588;0,313438821;0,197180132;0,330775398;0,292680906;;;
h5148;63560;53996;49401;64413;66594;;h5148;0,277941278;0,332330897;0,226586527;0,356876519;0,313318739;;;
h5149;61760;52499;47864;63858;66070;;h5149;0,283827297;0,344560624;0,249715626;0,36527571;0,31502278;;;
h5150;59937;51286;46825;62832;65126;;h5150;0,278114397;0,342216465;0,244463481;0,357296479;0,31008816;;;
h5151;58401;50778;46056;61990;63214;;h5151;0,260335157;0,320810586;0,220140713;0,331182631;0,294089107;;;
h5152;57192;50481;45608;60583;61964;;h5152;0,216969046;0,2873292;0,187392043;0,285279782;0,2800071;;;
h5153;56733;49907;46581;59687;61623;;h5153;0,161796274;0,229958977;0,142046651;0,216940913;0,239524289;;;
h5154;55680;49030;47555;58576;60830;;h5154;0,103403504;0,153820055;0,090269488;0,138319398;0,199609491;;;
h5155;54071;47681;47484;57485;59869;;h5155;0,048421162;0,09041979;0,052142285;0,078914214;0,168203065;;;
h5156;51520;45464;46944;55074;57417;;h5156;0,019025691;0,053159989;0,029265964;0,058527087;0,145151174;;;
h5157;50355;44953;47620;53921;56033;;h5157;0,009383007;0,043089356;0,020446854;0,069713282;0,135341104;;;
h5158;48223;43857;46646;51133;52441;;h5158;0,010040856;0,040714352;0,024280639;0,086333499;0,13267854;;;
h5159;43899;40941;43522;47126;48388;;h5159;0,009815802;0,036827982;0,03208864;0,093409181;0,131412342;;;
h5160;40953;38640;40942;44100;45226;;h5160;0,012533758;0,028392092;0,032268483;0,095089683;0,127688522;;;
h5161;38916;37230;39452;42192;43587;;h5161;0,015390208;0,027806052;0,023815207;0,08787686;0,133651184;;;
h5162;37808;35888;38632;41010;42474;;h5162;0,017433003;0,02038802;0,01583936;0,079595471;0,133438232;;;
h5163;37408;35480;38753;41285;42841;;h5163;0,019164185;0,02331822;0,012834375;0,081745325;0,129877198;;;
h5164;37147;35573;40044;42062;43494;;h5164;0,019025691;0,02361124;0,011402092;0,089148963;0,128634976;;;
h5165;37494;35466;43513;44976;46063;;h5165;0,019475798;0,021698899;0,011079127;0,100954077;0,12557083;;;
h5166;38933;35435;50749;51383;52284;;h5166;0,02681601;0,025569847;0,016092115;0,109744307;0,136064643;;;
h5167;42029;37417;57309;57362;58241;;h5167;0,053510837;0,05427038;0,037829109;0,130021626;0,162589026;;;
h5168;45927;40617;61526;60726;61678;;h5168;0,097690603;0,106073224;0,076865829;0,159012848;0,204244848;;;
h5169;49199;43698;63729;62461;63024;;h5169;0,146752302;0,171817649;0,128919469;0,202518764;0,258287391;;;
h5170;50703;46687;65689;64301;65098;;h5170;0,20140572;0,240924092;0,179147651;0,252894034;0,31295696;;;
h5171;51859;49003;67446;66223;67316;;h5171;0,250969462;0,273896549;0,208930703;0,291794937;0,3512647;;;
h5172;51234;48553;66648;65847;67166;;h5172;0,282823212;0,274929829;0,226286597;0,301653734;0,367034995;;;
h5173;49731;46559;65668;65574;65988;;h5173;0,295235787;0,267511798;0,234192235;0,286541153;0,357641436;;;
h5174;48290;44777;64578;64090;64531;;h5174;0,295183852;0,241448444;0,224854314;0,268082941;0,333400374;;;
h5175;47329;44027;63613;62091;63941;;h5175;0,276712139;0,217482496;0,210447237;0,243175169;0,299493647;;;
h5176;46654;44147;62147;61276;62126;;h5176;0,232653556;0,189722711;0,183177701;0,207836153;0,250538296;;;
h5177;46830;45006;61571;60637;61530;;h5177;0,171975625;0,150257549;0,137077863;0,192507315;0,201997019;;;
h5178;47062;45662;60757;60191;60417;;h5178;0,104615331;0,104160883;0,084027241;0,173413052;0,150178643;;;
h5179;46356;45528;59432;59069;59222;;h5179;0,044924174;0,053853984;0,038629502;0,142806259;0,109575752;;;
h5180;44440;44842;56672;56583;56742;;h5180;0,015961499;0,020141266;0,013704978;0,125480219;0,081122968;;;
h5181;44045;45517;55814;55131;55144;;h5181;0,015251714;0,015237038;0,011640806;0,109706144;0,075917469;;;
h5182;42330;44806;52492;51808;51690;;h5182;0,01720795;0,02031091;0,016106157;0,093296018;0,072782339;;;
h5183;38887;41601;47803;47518;47878;;h5183;0,019389239;0,023194843;0,013873482;0,082953823;0,067955422;;;
h5184;36335;39121;44853;44481;45182;;h5184;0,024115366;0,029280252;0,012567401;0,069317633;0,061619614;;;
h5185;34701;37921;43092;42371;43061;;h5185;0,024634721;0,032502775;0,011598517;0,057504006;0,054866294;;;
h5186;33644;37428;42028;41303;42099;;h5186;0,02215913;0,03848526;0,011570434;0,050738829;0,051601992;;;
h5187;32921;37671;42058;41234;42132;;h5187;0,017069455;0,040844332;0,013620535;0,049085684;0,049650507;;;
h5188;33018;38953;43063;42394;43038;;h5188;0,016515477;0,041491921;0,013760953;0,048831354;0,049343;;;
h5189;33040;42072;46140;45069;45815;;h5189;0,014316876;0,039934624;0,011177264;0,048894936;0,053766366;;;
h5190;33266;48487;52716;51191;51977;;h5190;0,018592895;0,046364253;0,0163306;0,05563468;0,054949084;;;
h5191;35167;54751;58817;56798;57745;;h5191;0,044283637;0,072036512;0,036929903;0,082059564;0,065475275;;;
h5192;38301;58550;62487;59971;60963;;h5192;0,080188353;0,121900826;0,072399461;0,124659834;0,081252735;;;
h5193;41323;60770;64075;61132;62118;;h5193;0,130132955;0,197144443;0,12036621;0,184490959;0,108467079;;;
h5194;44523;62747;65987;62772;63204;;h5194;0,182760889;0,273775749;0,170916648;0,251862967;0,143936796;;;
h5195;47757;64651;67472;64783;64512;;h5195;0,219704314;0,325413223;0,206540665;0,301190264;0,177348583;;;
h5196;47272;64499;66781;64596;63551;;h5196;0,243906239;0,358208955;0,230411705;0,322210636;0,202717886;;;
h5197;45375;64037;65818;63687;61915;;h5197;0,255383976;0,368817072;0,236842844;0,322960909;0,222410143;;;
h5198;44023;63219;64502;62689;60188;;h5198;0,259573437;0,36180153;0,230088744;0,313944912;0,227271114;;;
h5199;43565;62100;63434;61245;59124;;h5199;0,239716779;0,327648945;0,217844305;0,284379053;0,228075363;;;
h5200;42773;60365;62052;59302;58581;;h5200;0,193390347;0,27678241;0,19370647;0,236679468;0,215928848;;;
h5201;42493;59485;61296;58868;58496;;h5201;0,142787896;0,20812261;0,150640306;0,173364022;0,191363792;;;
h5202;43907;58922;60323;58408;57622;;h5202;0,084827921;0,133264463;0,102322512;0,100905415;0,148371989;;;
h5203;44191;57870;58965;57220;56145;;h5203;0,041392563;0,072329468;0,052179286;0,042740151;0,114025854;;;
h5204;43967;55903;56505;54908;53460;;h5204;0,015719133;0,051899593;0,019419793;0,022050408;0,086622275;;;
h5205;44473;54781;55736;54271;52033;;h5205;0,013710962;0,063679536;0,012623568;0,032477937;0,074594032;;;
h5206;43454;51678;52673;51589;48764;;h5206;0,021795582;0,07872826;0,013255448;0,054591928;0,072559757;;;
h5207;39456;47095;47974;47353;44950;;h5207;0,02453085;0,094594178;0,01366266;0,074213485;0,077669099;;;
h5208;36933;44326;44716;44668;42163;;h5208;0,028454722;0,09461918;0,015894189;0,08432295;0,077172358;;;
h5209;35498;42724;42949;42996;40384;;h5209;0,040397397;0,095497996;0,017157861;0,088404323;0,071211458;;;
h5210;34851;41414;41874;42199;39135;;h5210;0,044793686;0,088590811;0,01960096;0,097355372;0,067095599;;;
h5211;34683;41505;41916;41930;38627;;h5211;0,039168513;0,086740672;0,020078348;0,102174189;0,06457641;;;
h5212;35745;42669;42923;42836;38894;;h5212;0,039531986;0,081961147;0,019755409;0,098486968;0,06251848;;;
h5213;39562;45811;46083;45632;39381;;h5213;0,044291747;0,082809127;0,020317041;0,0946726;0,060886329;;;
h5214;46788;51369;52171;51600;40735;;h5214;0,060301855;0,089315449;0,028895972;0,099834711;0,072157633;;;
h5215;52948;56701;58099;57075;44320;;h5215;0,088479646;0,108649399;0,06175145;0,121080737;0,097243084;;;
h5216;56815;60367;61792;60312;47978;;h5216;0,137496538;0,166743756;0,11336544;0,148175461;0,132712801;;;
h5217;58794;61983;63551;61955;50765;;h5217;0,193332872;0,240271354;0,178065458;0,197584234;0,185982425;;;
h5218;59928;63995;65339;63752;52335;;h5218;0,250311548;0,30524206;0,2354783;0,250171647;0,236732859;;;
h5219;61639;65582;66876;65454;53484;;h5219;0,300055386;0,347224792;0,27466618;0,29006993;0,270889759;;;
h5220;61153;65234;66208;65033;52632;;h5220;0,331348657;0,367345051;0,293157917;0,315206612;0,279594564;;;
h5221;60423;64628;65356;64128;50873;;h5221;0,334585295;0,359821153;0,29129049;0,32373808;0,288311197;;;
h5222;60235;64176;64236;63937;49255;;h5222;0,307740238;0,33675609;0,276645933;0,315295613;0,288228407;;;
h5223;58587;62499;63001;62799;48641;;h5223;0,253877042;0,27471477;0,244366128;0,287082009;0,277796833;;;
h5224;56858;60605;61423;61619;47905;;h5224;0,21353157;0,209975331;0,198199969;0,243827082;0,260611938;;;
h5225;56555;59733;60932;61035;48435;;h5225;0,179780532;0,154131977;0,141475127;0,177151939;0,226537829;;;
h5226;56504;58535;60287;60390;48404;;h5226;0,134311825;0,102698119;0,085410202;0,106179275;0,177206656;;;
h5227;55717;57752;59237;59377;48086;;h5227;0,096649128;0,070598212;0,039272125;0,051176097;0,120518977;;;
h5228;53350;55584;56971;57003;46154;;h5228;0,077367765;0,058649399;0,018505778;0,032066116;0,076793888;;;
h5229;51142;53914;56078;56031;45204;;h5229;0,077471615;0,049198273;0,020303001;0,041373172;0,07103405;;;
h5230;47610;50297;52616;52992;43293;;h5230;0,085658405;0,053592353;0,02554022;0,054443738;0,073340351;;;
h5231;42794;45823;48230;48466;40501;;h5231;0,091733592;0,033687943;0,028727482;0,063115067;0,071731854;;;
h5232;38724;43356;44903;45106;38060;;h5232;0,09922317;0,03144945;0,031473734;0,059929569;0,066598857;;;
h5233;36903;41936;43133;43026;36079;;h5233;0,105140227;0,029661148;0,030013757;0,057132687;0,066173079;;;
h5234;35499;41219;42100;42028;35183;;h5234;0,113635184;0,026593285;0,029901452;0,05378914;0,067923502;;;
h5235;35487;41498;42106;42072;34861;;h5235;0,115676742;0,028057842;0,026855153;0,048157236;0,073541413;;;
h5236;36772;42401;43085;42782;34890;;h5236;0,116126577;0,02477415;0,02209619;0,041737118;0,078686237;;;
h5237;39809;44836;46344;45553;35061;;h5237;0,114552155;0,022939599;0,019162198;0,03539328;0,085013779;;;
h5238;46330;50891;53027;51386;35383;;h5238;0,122839495;0,039604724;0,02265772;0,041165029;0,101477215;;;
h5239;52252;56301;58788;57243;37674;;h5239;0,152961124;0,064209293;0,040135329;0,071600198;0,130229093;;;
h5240;55946;59802;62334;60529;40604;;h5240;0,219190643;0,090972158;0,070949266;0,119159918;0,177549645;;;
h5241;57315;61272;64047;62419;43641;;h5241;0,299935985;0,130222304;0,112544571;0,167838391;0,258246502;;;
h5242;58706;62922;65864;64475;45842;;h5242;0,357030398;0,170135356;0,159614791;0,21986041;0,332568509;;;
h5243;60441;65070;67475;65908;47567;;h5243;0,38744615;0,225202726;0,190835837;0,271755298;0,388061643;;;
h5244;59240;64949;66542;64986;47047;;h5244;0,385439194;0,265562853;0,209520734;0,299774978;0,419226266;;;
h5245;58091;64721;65783;63944;45295;;h5245;0,377965017;0,284370857;0,213872589;0,31018701;0,430261026;;;
h5246;56964;63793;64722;62689;44189;;h5246;0,363656811;0,278959702;0,208341522;0,303410926;0,415618976;;;
h5247;55832;62198;63459;61295;43275;;h5247;0,347912594;0,243178244;0,195959794;0,277463482;0,383177017;;;
h5248;54724;59752;61987;60390;43366;;h5248;0,313292618;0,188342121;0,166816408;0,236311166;0,333869499;;;
h5249;54275;59149;61505;59700;44619;;h5249;0,261094483;0,145237875;0,127425106;0,176343457;0,267093234;;;
h5250;54075;58936;60788;58292;46162;;h5250;0,203308016;0,107930195;0,084018867;0,111570195;0,193610957;;;
h5251;53452;57734;59361;57092;46698;;h5251;0,138860534;0,082446891;0,041356656;0,060819487;0,129649561;;;
h5252;51853;55491;56886;54120;46325;;h5252;0,097095105;0,065519687;0,011455204;0,038673261;0,091353148;;;
h5253;50736;54322;56332;52883;46761;;h5253;0,089690133;0,062066414;0,004520313;0,048106383;0,089058675;;;
h5254;47499;50529;53097;50421;45429;;h5254;0,089171093;0,052569913;0,003397254;0,056191917;0,103215811;;;
h5255;42691;46057;48570;46672;42157;;h5255;0,085105279;0,049363303;0,002246118;0,057132687;0,120116853;;;
h5256;39597;43247;45260;43549;39844;;h5256;0,078748876;0,047678505;0,003088023;0,060048303;0,13250547;;;
h5257;37775;41557;43459;41640;38349;;h5257;0,077814684;0,044734246;0,003551226;0,065132833;0,13589971;;;
h5258;36805;40795;42368;40295;37816;;h5258;0,07719189;0,044950055;0,006176045;0,072314732;0,138217728;;;
h5259;36916;41096;42441;40401;37595;;h5259;0,072486333;0,050961894;0,00727089;0,075085801;0,148282183;;;
h5260;38023;42072;43269;40412;38739;;h5260;0,06414781;0,054199038;0,00937636;0,072314732;0,162379516;;;
h5261;41017;45012;46327;41396;42743;;h5261;0,058283164;0,048757553;0,009025448;0,074310411;0,174147005;;;
h5262;47245;51083;52324;43608;50249;;h5262;0,060307245;0,049204587;0,018598318;0,07910258;0,189521613;;;
h5263;53319;56362;58310;47072;56489;;h5263;0,086689502;0,060688741;0,054854512;0,101182153;0,219561232;;;
h5264;57005;59524;62359;50679;60251;;h5264;0,147290845;0,086878777;0,115295538;0,139646625;0,271279049;;;
h5265;58680;61416;64219;53982;62355;;h5265;0,224724933;0,128869158;0,18349873;0,191407144;0,340736799;;;
h5266;60208;62907;65937;55770;64209;;h5266;0,287350356;0,170289185;0,243855537;0,233532477;0,398131394;;;
h5267;61756;64708;67154;56771;66848;;h5267;0,314407307;0,2127266;0,284350743;0,270255498;0,449104133;;;
h5268;61383;64507;66265;56327;66725;;h5268;0,326776694;0,234538784;0,301671743;0,285254862;0,47292295;;;
h5269;60631;63296;64771;54485;65901;;h5269;0,327780084;0,245915033;0,300983956;0,286106521;0,475796819;;;
h5270;58996;61933;62941;52913;64207;;h5270;0,318092174;0,24209212;0,282441784;0,277450108;0,464407782;;;
h5271;57857;60191;61781;52072;63089;;h5271;0,29895855;0,227108768;0,244276631;0,266162451;0,441783455;;;
h5272;56707;58814;60579;51056;61696;;h5272;0,256210643;0,20723887;0,19517707;0,247514936;0,398403406;;;
h5273;56414;58377;60426;50830;60716;;h5273;0,200557055;0,174744111;0,139550552;0,223719334;0,334232157;;;
h5274;56114;57566;59693;50871;59279;;h5274;0,134627361;0,125632014;0,089075418;0,18446676;0,265046419;;;
h5275;54982;56100;58135;50250;58146;;h5275;0,072053837;0,083009619;0,051022557;0,134816321;0,199254923;;;
h5276;53382;54194;55491;48034;55641;;h5276;0,035758771;0,047955975;0,0395688;0,094432439;0,150493761;;;
h5277;52683;53323;54653;47343;54208;;h5277;0,026451457;0,038799482;0,055205424;0,078174654;0,122334575;;;
